Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
45,"Aliquippa , PA",2/10/1974,Michigan,Retired,,15 Seasons,71,,,"Law, Ty",,tylaw/2501705,,200,1995 - 2009
26,"Grand Island , NE",9/24/1993,Nebraska,Cut from team,Pittsburgh Steelers,1st season,74,Lincoln Southeast HS,NE,"Reilly, Brandon",13,brandonreilly/2559235,WR,200,
,"Phillipsburg , NJ",9/8/1927,Notre Dame,Retired,,6 Seasons,74,,,"Walsh, Bill",,billwalsh/2528175,,230,1949 - 1954
26,"Danville , IL",7/5/1993,Akron,Active,Dallas Cowboys,5th season,71,Danville HS,IL,"March-Lillard, Justin",53,justinmarch-lillard/2553815,LB,232,
69,,7/3/1950,Tampa,Retired,,1 Season,76,,,"Wakefield, Mark",,markwakefield/2528064,,195,1974 - 1974
,"Marinette , WI",5/31/1897,Carroll (Wis.),Retired,,1 Season,69,,,"Wagner, Buff",,buffwagner/2528047,,165,1921 - 1921
37,,6/29/1982,Saginaw Valley State,Retired,,4 Seasons,74,,,"DiGiorgio, John",,johndigiorgio/2506728,,229,2006 - 2009
50,,11/21/1968,East Carolina,Retired,,2 Seasons,73,,,"Fisher, Luke",,lukefisher/2500641,,235,1992 - 1993
54,"Rockford , IL",8/23/1965,Michigan State,Retired,,10 Seasons,70,,,"Ingram, Mark",,markingram/2501297,,194,1987 - 1996
51,"Montgomery , AL",4/27/1968,Alabama,Retired,,3 Seasons,75,,,"Thornton, George",,georgethornton/2503344,,300,1991 - 1993
57,"Jackson , MS",7/5/1962,Cincinnati,Retired,,5 Seasons,75,,,"Gibson, Antonio",,antoniogibson/2514826,,206,1986 - 1992
39,,5/20/1980,Georgia Southern,Retired,,0 Season,74,,,"Taylor, Charrod",,charrodtaylor/2527070,,286,2007 - 2007
,,,Notre Dame,Retired,,6 Seasons,72,,,"Edwards, Cap",,capedwards/2513487,,207,1920 - 1925
23,"Longview , TX",5/10/1996,Texas Christian,Active,Los Angeles Rams,1st season,73,,,"Howard, Travin",48,travinhoward/2561154,LB,219,
62,"Cleveland , OH",10/26/1957,Notre Dame,Retired,,14 Seasons,74,,,"Golic, Bob",,bobgolic/2515019,,248,1979 - 1992
60,"Quantico , VA",5/23/1959,Virginia Tech,Retired,,2 Seasons,72,,,"Renner, Bill",,billrenner/2523972,,198,1986 - 1987
,"Chickasha , OK",4/26/1931,Langston,Retired,,3 Seasons,73,,,"Bassett, Mo",,mobassett/2509134,,230,1954 - 1956
25,"Los Angeles , CA",11/29/1993,USC,Cut from team,Seattle Seahawks,6th season,75,Crenshaw HS,"Los Angeles, CA","Martin, Marcus",62,marcusmartin/2543670,OG,320,
,"South Boston , MA",11/10/1890,Georgetown,Retired,,1 Season,72,,,"Barron, Jim",,jimbarron/2509083,,195,1921 - 1921
47,"Stratford , NJ",8/24/1972,Wisconsin,Retired,,2 Seasons,72,,,"DeRamus, Lee",,leederamus/2500375,,205,1995 - 1996
25,Akure Nigeria,4/27/1994,Tulane,Cut from team,,Season,77,,,"Aruna, Ade",,adearuna/2560960,,263,
60,"Knoxville , TN",12/13/1958,Tennessee,Retired,,14 Seasons,79,,,"Irwin, Tim",,timirwin/2501307,,300,1981 - 1994
57,Lancaster Wales,11/1/1962,American International,Retired,,1 Season,75,,,"Norris, Jon",,jonnorris/2522260,,260,1987 - 1987
,"Pedricktown , NJ",2/14/1910,Notre Dame,Retired,,4 Seasons,72,,,"Leonard, Jim",,jimleonard/2519360,,202,1934 - 1937
25,"Los Angeles , CA",4/21/1994,Washington,Cut from team,Carolina Panthers,3rd season,71,Susan Miller Dorsey HS,"Los Angeles, CA","Mickens, Jaydon",85,jaydonmickens/2556861,WR,170,
,"Los Angeles , CA",9/21/1922,USC,Retired,,1 Season,71,,,"Kirby, Jack",,jackkirby/2518537,,185,1949 - 1949
29,,4/4/1990,Boise State,Retired,,1 Season,74,,,"Tjong-A-Tjoe, Ricky",,rickytjong-a-tjoe/2550464,,309,2014 - 2014
38,"Lake Forest , IL",8/4/1981,Eastern Michigan,Retired,,11 Seasons,75,,,"Walter, Kevin",,kevinwalter/2505453,,218,2003 - 2013
25,"Belle Glade , FL",2/18/1994,Akron,Active,Los Angeles Chargers,4th season,71,Galdes Central HS,"Belle Glade, FL","Brown, Jatavis",57,jatavisbrown/2556148,OLB,221,
54,"Gary , IN",9/6/1965,Illinois State,Retired,,1 Season,72,,,"Gant, Brian",,briangant/2514599,,235,1987 - 1987
75,"Pascagoula , MS",7/1/1944,Texas,Retired,,14 Seasons,77,,,"Talbert, Diron",,dirontalbert/2526989,,255,1967 - 1980
24,"Lithia Springs , GA",6/23/1995,Appalachian State,dev?,Cleveland Browns,2nd season,77,North Forsyth HS,"Cumming, GA","Gossett, Colby",,colbygossett/2560996,OG,331,
82,"Philadelphia , PA",6/11/1937,Richmond,Retired,,1 Season,76,,,"Cavalli, Carmen",,carmencavalli/2511291,,245,1960 - 1960
29,"Oceanside , CA",1/9/1990,Oklahoma State,Suspended,Jacksonville Jaguars,2nd season,73,Plainview HS,"Ardmore, OK","Blackmon, Justin",14,justinblackmon/2533038,WR,210,
50,"Hurst , TX",12/8/1968,Arkansas,Retired,,5 Seasons,70,,,"Foster, Barry",,barryfoster/2500688,,218,1990 - 1994
27,,6/8/1992,Ohio State,Retired,,1 Season,76,,,"Hale, Joel",,joelhale/2557433,,311,2016 - 2016
31,"Forth Worth , TX",8/8/1988,West Texas A&M,Active,Miami Dolphins,7th season,79,North Mesquite HS,"Mesquite, TX","Webb, J'Marcus",61,j'marcuswebb/1037880,OT,320,
96,"Chicago , IL",4/21/1923,Purdue,Retired,,2 Seasons,73,,,"Maloney, Ned",,nedmaloney/2520042,,190,1948 - 1949
,"Speed , IN",2/13/1926,William & Mary,Retired,,6 Seasons,73,,,"Ramsey, Knox",,knoxramsey/2523721,,216,1948 - 1953
23,"Garysburg , NC",4/17/1996,Western Carolina,Active,Houston Texans,2nd season,70,Northampton County HS,"Gaston, NC","Crossen, Keion",35,keioncrossen/2561157,DB,185,
52,"Detroit , MI",6/7/1967,New Mexico,Retired,,13 Seasons,70,,,"Mathis, Terance",,terancemathis/2501907,,185,1990 - 2002
,"Rhein , SK",3/23/1923,Washington,Retired,,6 Seasons,76,,,"Weinmeister, Arnie",,arnieweinmeister/2528469,,235,1948 - 1953
78,"Dayton , OH",6/17/1941,Miami (Ohio),Retired,,1 Season,75,,,"Caylor, Lowell",,lowellcaylor/2511298,,205,1964 - 1964
32,"Dallas , TX",3/3/1987,Baylor,Retired,,1 Season,76,,,"Lamb, Jason",,jasonlamb/2507879,,284,2010 - 2010
26,"Charleston , SC",6/24/1993,Illinois,Cut from team,,Season,76,,,"President, Gimel",,gimelpresident/2559307,,275,
32,"Irvington , NJ",5/23/1987,Texas A&M,Retired,,6 Seasons,72,,,"Goodson, Mike",,mikegoodson/80644,,210,2009 - 2014
51,"Los Angeles , CA",9/29/1968,Nebraska,Retired,,1 Season,70,,,"Lewis, Tahaun",,tahaunlewis/2501754,,175,1992 - 1992
28,"Pensacola , FL",11/23/1990,Connecticut,Cut from team,,Season,70,,,"Williams, Nick",,nickwilliams/2540279,,184,
23,"Farmingdale , NY",7/29/1996,Bryant University,dev?,Detroit Lions,Rookie,71,Farmingdale HS,NY,"Kennedy, Tom",,tomkennedy/2563319,WR,190,
46,"Birmingham , AL",9/6/1973,Troy,Retired,,8 Seasons,77,,,"Jenkins, Kerry",,kerryjenkins/2501385,,305,1997 - 2004
22,"Lakeville , MN",4/5/1997,Northern Illinois,Cut from team,Los Angeles Chargers,Rookie,75,,,"Corcoran, Josh",59,joshcorcoran/2562973,DE,243,
67,"Long Beach , CA",5/2/1952,Stanford,Retired,,1 Season,73,,,"Reid, Bill",,billreid/2523933,,242,1975 - 1975
24,,4/1/1995,North Texas,Cut from team,Philadelphia Eagles,Rookie,79,Abilene Christian HS,TX,"Mayfield, Riley",,rileymayfield/2563285,OT,302,
,"Mangum , OK",5/9/1922,Oklahoma,Retired,,1 Season,72,,,"Tillman, Pete",,petetillman/2527429,,210,1949 - 1949
28,"Sanford , FL",3/5/1991,Miami (Fla.),Cut from team,,Season,75,,,"Armstrong, Ray-Ray",,ray-rayarmstrong/2541792,,220,
58,"Euclid , OH",6/13/1961,Kentucky,Retired,,1 Season,76,,,"Richey, Tom",,tomrichey/2524128,,274,1987 - 1987
57,"Pass Christian , MS",3/15/1962,LSU,Retired,,7 Seasons,70,,,"Lang, Gene",,genelang/2519054,,196,1984 - 1990
23,,7/19/1996,Ohio U.,Cut from team,,Season,69,,,"White, Papi",,papiwhite/2563007,,168,
24,"New Orleans , LA",2/14/1995,Nebraska,Cut from team,,Season,76,,,"Lee, Tanner",,tannerlee/2560788,,217,
30,"Las Vegas , NV",9/10/1989,Nevada,Cut from team,,Season,73,,,"Marshall, Brandon",,brandonmarshall/2532898,,245,
26,,4/26/1993,California (PA),Cut from team,Oakland Raiders,1st season,78,,,"Butler, Paul",81,paulbutler/2561483,TE,250,
35,"Centerville , OH",1/13/1984,Ohio State,Retired,,11 Seasons,76,,,"Mangold, Nick",,nickmangold/2495891,,307,2006 - 2016
70,"Panama City , FL",1/21/1949,Florida,Retired,,13 Seasons,75,,,"James, John",,johnjames/2517375,,197,1972 - 1984
,"North Battleford , SK",11/21/1917,Gonzaga,Retired,,6 Seasons,73,,,"Hare, Ray",,rayhare/2515835,,204,1940 - 1946
49,"San Francisco , CA",4/5/1970,Fresno State,Retired,,1 Season,70,,,"Daigle, Anthony",,anthonydaigle/2500271,,198,1994 - 1994
61,"Butte , MT",2/10/1958,Wyoming,Retired,,2 Seasons,77,,,"Ogrin, Pat",,patogrin/2522414,,265,1981 - 1982
34,,10/11/1985,Massachusetts,Retired,,1 Season,75,,,"Koepplin, Chris",,chriskoepplin/2530584,,215,2011 - 2012
,"Plymouth , PA",7/12/1924,Virginia Military Inst.,Retired,,1 Season,71,,,"Ragunas, Vince",,vinceragunas/2523697,,190,1949 - 1949
26,"Guthrie , OK",2/8/1993,Missouri,Active,Minnesota Vikings,4th season,73,Guthrie HS,OK,"Brothers, Kentrell",40,kentrellbrothers/2555168,LB,242,
54,"Lexington , KY",11/17/1964,Eastern Kentucky,Retired,,3 Seasons,74,,,"Ingram, Byron",,byroningram/2517163,,295,1987 - 1989
21,"Lihue , HI",7/10/1998,Stanford,Active,Philadelphia Eagles,Rookie,76,Saint Louis HS,"Kalaheo, HI","Herbig, Nate",67,nateherbig/2562662,OG,334,
,,,,Retired,,,,,,"Sanborn, William",,williamsanborn/2524841,,,1921 - 1921
38,,3/7/1981,Tulane,Retired,,1 Season,72,,,"Parker, Byron",,byronparker/2505865,,200,2009 - 2009
31,,11/1/1988,Central Florida,Retired,,1 Season,76,,,"Goins, Theo",,theogoins/2539212,,317,2013 - 2013
41,"Newton , KS",8/20/1978,Kansas State,Retired,,10 Seasons,76,,,"Beisel, Monty",,montybeisel/2504727,,246,2001 - 2010
34,"Teaneck , NJ",6/19/1985,Maryland,Retired,,6 Seasons,69,,,"Ball, Lance",,lanceball/2507518,,224,2008 - 2013
30,,2/23/1989,Alabama,Retired,,1 Season,72,,,"Hanks, Darius",,dariushanks/2533331,,187,2012 - 2012
53,"Skokie , IL",1/8/1966,Pennsylvania,Retired,,7 Seasons,74,,,"Novoselsky, Brent",,brentnovoselsky/2502315,,237,1988 - 1994
34,"Memphis , TN",5/18/1985,Vanderbilt,Retired,,4 Seasons,75,,,"Gatewood, Curtis",,curtisgatewood/1710,,250,2008 - 2011
,"Lansford , PA",3/15/1920,Boston College,Retired,,4 Seasons,72,,,"Repko, Joe",,joerepko/2523980,,236,1946 - 1949
55,"Duarte , CA",10/21/1964,Fresno State,Retired,,1 Season,74,,,"Hannemann, Cliff",,cliffhannemann/2515755,,235,1987 - 1987
25,"Middleton , CT",5/21/1994,Texas,Cut from team,,Season,71,,,"Thomas, Duke",,dukethomas/2556694,,185,
46,"Suffolk , VA",2/28/1973,Nevada-Las Vegas,Retired,,3 Seasons,68,,,"Bailey, Henry",,henrybailey/2499491,,176,1996 - 1998
49,"Opelousas , LA",10/12/1970,Grambling State,Retired,,4 Seasons,76,,,"Arvie, Herman",,hermanarvie/2499462,,305,1993 - 1996
,"Monroe , MI",8/15/1901,Purdue,Retired,,5 Seasons,66,,,"Fleischmann, Jack",,jackfleischmann/2514127,,184,1925 - 1929
35,,9/20/1984,Syracuse,Retired,,0 Season,73,,,"Mackey, Jerry",,jerrymackey/2507060,,250,2007 - 2007
63,"Pittsburgh , PA",10/25/1956,Pittsburgh,Retired,,4 Seasons,72,,,"Delaney, Jeff",,jeffdelaney/2512738,,195,1980 - 1983
,"Pittsburgh , PA",5/21/1934,Maryland,Retired,,1 Season,72,,,"Vereb, Ed",,edvereb/2527937,,190,1960 - 1960
27,"Detroit , MI",12/14/1991,Michigan,Retired,,1 Season,76,,,"Gardner, Devin",,devingardner/2553649,,218,2015 - 2015
26,", CO",3/10/1993,Fresno State,Active,Arizona Cardinals,3rd season,70,Crespi Carmelite HS,"Encino, CA","Washington, Charles",28,charleswashington/2556703,DB,192,
39,"Rahway , NJ",11/30/1979,Boston College,Retired,,9 Seasons,76,,,"Garay, Antonio",,antoniogaray/2505668,,320,2003 - 2013
29,,4/6/1990,Purdue,Retired,,1 Season,75,,,"Schmeig, Rick",,rickschmeig/2541888,,310,2013 - 2013
70,"Greenwood , MS",7/12/1949,USC,Retired,,11 Seasons,74,,,"Weaver, Charlie",,charlieweaver/2528402,,220,1971 - 1981
25,"Buras , LA",8/9/1994,LSU,Active,Philadelphia Eagles,3rd season,73,John Curtis Christian HS,"River Ridge, LA","Riley, Duke",26,dukeriley/2557967,MLB,218,
28,,4/15/1991,Brigham Young,Retired,,2 Seasons,78,,,"Mathews, Mitch",,mitchmathews/2556756,,213,2016 - 2017
66,"Galveston , TX",10/8/1953,Colorado,Retired,,11 Seasons,75,,,"Paul, Whitney",,whitneypaul/2522881,,220,1976 - 1986
41,Younda Cameroon,5/11/1978,Temple,Retired,,3 Seasons,75,,,"Nkwenti, Mathias",,mathiasnkwenti/2504539,,300,2001 - 2003
24,USA,9/10/1995,Wisconsin,Active,Detroit Lions,Rookie,78,Grafton HS,WI,"Benzschawel, Beau",63,beaubenzschawel/2562628,OG,300,
39,"Mt. Clemons , MI",2/19/1980,Grand Valley State,Retired,,4 Seasons,74,,,"Kircus, David",,davidkircus/2505488,,185,2003 - 2008
86,"Dallas , TX",7/25/1933,Southern Methodist,Retired,,7 Seasons,76,,,"Roach, John",,johnroach/2524235,,197,1956 - 1964
26,"Mobile , AL",8/4/1993,Central Florida,Retired,,3 Seasons,72,,,"Glenn, Jacoby",,jacobyglenn/2553525,,185,2015 - 2017
30,,5/28/1989,Villanova,Retired,,1 Season,72,,,"Thomas, Terence",,terencethomas/2531181,,235,2011 - 2011
,"Denver , CO",1/5/1920,Santa Clara,Retired,,2 Seasons,70,,,"Thornton, Rube",,rubethornton/2527390,,205,1946 - 1947
68,"Demopolis , AL",7/31/1951,Jackson State,Retired,,8 Seasons,73,,,"Zanders, Emanuel",,emanuelzanders/2529616,,251,1974 - 1981
23,,5/17/1996,Iowa State,Cut from team,Tennessee Titans,Rookie,70,HD Woodson HS,"Washington, DC","Payne, D'Andre",28,d'andrepayne/2563320,DB,188,
26,"San Diego , CA",12/1/1992,Texas A&M,Retired,,1 Season,73,,,"Baggs, Donnie",,donniebaggs/2553908,,235,2015 - 2015
43,"Mission Viejo , CA",1/31/1976,Villanova,Retired,,12 Seasons,77,,,"Finneran, Brian",,brianfinneran/2500634,,210,1999 - 2010
70,"Chattanooga , TN",4/2/1949,Tennessee,Retired,,11 Seasons,73,,,"Scott, Bobby",,bobbyscott/2525221,,201,1972 - 1982
53,"Cincinnati , OH",10/9/1966,Ball State,Retired,,2 Seasons,74,,,"Riley, Eugene",,eugeneriley/2502670,,236,1990 - 1991
,,,N.Y.U.,Retired,,5 Seasons,72,,,"Satenstein, Ollie",,olliesatenstein/2524932,,213,1929 - 1933
82,"Denver , CO",7/24/1937,McNeese State,Retired,,6 Seasons,71,,,"Harris, Dick",,dickharris/2515981,,187,1960 - 1965
54,"East St. Louis , IL",1/17/1965,Iowa State,Retired,,1 Season,70,,,"Anthony, Terrence",,terrenceanthony/2508587,,183,1987 - 1987
29,"Fitzgerald , GA",4/7/1990,Georgia Tech,Retired,,2 Seasons,70,,,"Thomas, Jemea",,jemeathomas/2543808,,195,2014 - 2015
71,"Bellville , TX",9/1/1948,Texas,Retired,,3 Seasons,76,,,"Zapalac, Bill",,billzapalac/2529618,,225,1971 - 1973
,"Odanah , WI",3/28/1909,Haskell Indian,Retired,,8 Seasons,75,,,"Johnson, Larry",,larryjohnson/2517701,,223,1933 - 1944
32,"Dayton , OH",6/24/1987,Notre Dame,Cut from team,,Season,80,,,"Young, Sam",,samyoung/2508058,,302,
,,,Loyola (Chicago),Retired,,1 Season,,,,"Knight, George",,georgeknight/2518637,,180,1920 - 1920
62,"Honolulu , HI",6/26/1957,Arizona State,Retired,,1 Season,73,,,"Apuna, Ben",,benapuna/2508601,,222,1980 - 1980
29,Pago Pago American Samoa,1/3/1990,San Jose State,Retired,,1 Season,72,,,"Liaina, Ina",,inaliaina/2541722,,250,2014 - 2014
27,"Enterprise , AL",8/17/1992,Western Kentucky,Retired,,3 Seasons,70,,,"Andrews, Antonio",,antonioandrews/2550474,,225,2014 - 2016
,"San Diego , CA",4/19/1927,San Diego State,Retired,,7 Seasons,77,,,"Dahms, Tom",,tomdahms/2512399,,242,1951 - 1957
57,"North Platte , NE",2/17/1962,Texas Tech,Retired,,3 Seasons,75,,,"David, Stan",,standavid/2512495,,210,1984 - 1987
26,,3/5/1993,California,Retired,,1 Season,76,,,"Rigsbee, Jordan",,jordanrigsbee/2556886,,315,2016 - 2016
30,"Foley , AL",2/8/1989,Alabama,Active,Atlanta Falcons,9th season,75,Foley HS,AL,"Jones, Julio",11,juliojones/2495454,WR,220,
42,"Greenville , MS",8/11/1977,Florida,Retired,,13 Seasons,77,,,"Carlisle, Cooper",,coopercarlisle/2504245,,310,2000 - 2012
47,Frankfurt Germany,12/17/1971,Auburn,Retired,,16 Seasons,73,,,"Richardson, Tony",,tonyrichardson/2502655,,240,1995 - 2010
73,"Hanover , PA",6/11/1946,Catawba,Retired,,1 Season,74,,,"Koontz, Ed",,edkoontz/2518726,,230,1968 - 1968
36,,7/22/1983,Central Michigan,Retired,,2 Seasons,75,,,"Bazuin, Dan",,danbazuin/2495544,,260,2007 - 2008
36,"Key West , FL",8/15/1983,Connecticut,Retired,,5 Seasons,73,,,"Fincher, Alfred",,alfredfincher/2506421,,250,2005 - 2009
38,"Denver , CO",1/6/1981,Texas,Retired,,7 Seasons,75,,,"Scaife, Bo",,boscaife/2506514,,249,2005 - 2011
28,"Pasadena , CA",7/29/1991,San Diego State,Retired,,1 Season,70,,,"Young, Chad",,chadyoung/2550451,,240,2014 - 2014
27,"Austin , TX",5/4/1992,Baylor,Active,Los Angeles Rams,5th season,73,Westlake HS,"Austin, TX","Hager, Bryce",54,brycehager/2552307,LB,237,
65,"Waterbury , CT",12/18/1953,Colorado State,Retired,,1 Season,75,,,"Opperman, Jim",,jimopperman/2522526,,220,1975 - 1975
24,"Gilbert , LA",12/2/1994,LSU,Injured reserve,Tampa Bay Buccaneers,2nd season,74,East Feliciana HS,"Jackson, LA","Beckwith, Kendell",51,kendellbeckwith/2557847,LB,243,
31,"Dover , DE",9/8/1988,Virginia Tech,Retired,,1 Season,77,,,"DeChristopher, Blake",,blakedechristopher/2534804,,311,2012 - 2012
,"New Castle , PA",6/3/1921,Pittsburgh,Retired,,1 Season,70,,,"Lauro, Lindy",,lindylauro/2519157,,195,1951 - 1951
,"Columbus , GA",1/8/1920,Illinois,Retired,,1 Season,73,,,"Owens, Ike",,ikeowens/2522618,,190,1948 - 1948
30,,7/13/1989,Idaho,Retired,,3 Seasons,73,,,"Dickson, JoJo",,jojodickson/2530672,,245,2012 - 2014
24,"Jefferson Hills , PA",4/19/1995,Michigan,Active,New England Patriots,Rookie,75,Thomas Jefferson HS,"Jefferson Hills, PA","Winovich, Chase",50,chasewinovich/2562607,DE,250,
66,"Mesa , AZ",9/30/1953,Brigham Young,Retired,,6 Seasons,78,,,"Oates, Brad",,bradoates/2522330,,274,1976 - 1981
,"Lancaster , PA",4/26/1907,Penn State,Retired,,2 Seasons,72,,,"Eschbach, Herb",,herbeschbach/2513697,,190,1930 - 1931
,"Oklahoma City , OK",3/6/1929,Oklahoma,Retired,,3 Seasons,72,,,"Pearson, Lindy",,lindypearson/2522934,,198,1950 - 1952
42,"Warner Robins , GA",11/28/1976,North Alabama,Retired,,5 Seasons,70,,,"Harris, Corey",,coreyharris/2503885,,187,1999 - 2003
29,"Virginia Beach , VA",7/6/1990,Holy Cross,Retired,,4 Seasons,73,,,"Fenner, Chandler",,chandlerfenner/2535984,,189,2012 - 2015
38,"Greenville , TX",11/19/1980,San Jose State,Retired,,5 Seasons,78,,,"Anderson, Courtney",,courtneyanderson/2505908,,270,2004 - 2008
65,"Houston , TX",6/5/1954,Houston,Retired,,3 Seasons,70,,,"Foster, Eddie",,eddiefoster/2514275,,185,1977 - 1979
37,,7/28/1982,Nebraska,Retired,,0 Season,72,,,"Amos, Willie",,willieamos/2508443,,186,2006 - 2006
21,"Southlake , TX",4/19/1998,Texas,dev?,New Orleans Saints,Rookie,76,Carroll Senior HS,"Southlake, TX","Humphrey, Lil'Jordan",,lil'jordanhumphrey/2562668,WR,225,
34,"Kailua , HI",11/29/1984,Hawaii,Retired,,8 Seasons,75,,,"Satele, Samson",,samsonsatele/2495731,,300,2007 - 2014
25,London England,2/2/1994,Georgia Tech,Retired,,2 Seasons,77,,,"Kallon, Francis",,franciskallon/2559074,,295,2017 - 2018
68,"Buffalo , NY",8/3/1951,Boston College,Retired,,11 Seasons,75,,,"Yeates, Jeff",,jeffyeates/2529509,,248,1974 - 1984
,"New Kensington , PA",12/30/1934,Kansas State,Retired,,4 Seasons,78,,,"Nery, Ron",,ronnery/2522051,,247,1960 - 1963
57,"Philadelphia , PA",4/26/1962,East Carolina,Retired,,1 Season,72,,,"Ingram, Kevin",,keviningram/2517164,,178,1987 - 1987
,"Ypsilanti , MI",6/26/1923,Michigan State,Retired,,1 Season,72,,,"Reader, Russ",,russreader/2523808,,185,1947 - 1947
22,USA,4/1/1997,Duke,dev?,Jacksonville Jaguars,Rookie,74,St. Joseph Reginal HS,"Montvale, NJ","Giles-Harris, Joe",,joegiles-harris/2562591,LB,240,
,"Bronx , NY",2/21/1942,Hampton,Retired,,1 Season,76,,,"Reeberg, Lucien",,lucienreeberg/2523845,,285,1963 - 1963
27,"Long Valley , NJ",2/1/1992,Rutgers,Active,Washington Redskins,5th season,72,West Morris Central HS,Chester. NJ,"Burton, Michael",45,michaelburton/2552636,RB,240,
34,"Thibodaux , LA",11/2/1985,Tulane,Retired,,0 Season,74,,,"Parenton, Michael",,michaelparenton/2507635,,287,2009 - 2009
34,"Miami , FL",12/28/1984,Kansas,Retired,,1 Season,74,,,"Allen, Rodney",,rodneyallen/2508397,,315,2008 - 2008
55,"Chicago , IL",7/17/1964,Northern Illinois,Retired,,6 Seasons,72,,,"Vaughn, Clarence",,clarencevaughn/2503456,,202,1987 - 1992
23,,11/28/1995,Pittsburgh,Cut from team,Los Angeles Chargers,Rookie,74,,,"Zeise, Elijah",46,elijahzeise/2563011,LB,232,
27,"Miami , FL",12/17/1991,Syracuse,Retired,,2 Seasons,75,,,"Eskridge, Durell",,durelleskridge/2552690,,207,2015 - 2016
,,,Detroit Mercy,Retired,,1 Season,69,,,"Kelly, Jimmy",,jimmykelly/2518288,,160,1920 - 1920
23,"Tualatin , OR",6/12/1996,Syracuse,dev?,Cleveland Browns,Rookie,76,,,"Dungey, Eric",,ericdungey/2563059,QB,226,
31,,5/6/1988,Central Florida,Retired,,2 Seasons,78,,,"Nissley, Adam",,adamnissley/2535579,,267,2012 - 2013
33,,10/8/1986,Bethel College (Tenn.),Retired,,3 Seasons,76,,,"Jasper, Michael",,michaeljasper/2499281,,375,2011 - 2013
24,"Des Moines , IA",7/27/1995,Iowa,Active,Kansas City Chiefs,2nd season,74,Sycamore HS,IL,"Niemann, Ben",56,benniemann/2561383,LB,235,
31,"Bedford , OH",6/6/1988,Indiana,Active,Tennessee Titans,10th season,77,Bedford HS,OH,"Saffold, Rodger",76,rodgersaffold/497048,OG,325,
21,,12/22/1997,Missouri,dev?,Green Bay Packers,Rookie,71,,,"Crockett, Damarea",,damareacrockett/2563223,RB,225,
36,,12/22/1982,California,Retired,,3 Seasons,72,,,"Manderino, Chris",,chrismanderino/2506666,,231,2006 - 2008
50,"Mamou , LA",12/5/1968,Baylor,Retired,,1 Season,68,,,"Frank, Malcolm",,malcolmfrank/2514345,,178,1992 - 1992
60,Torreon Mexico,6/15/1959,Texas,Retired,,9 Seasons,69,,,"Allegre, Raul",,raulallegre/2499394,,165,1983 - 1991
,"Bay City , MI",3/11/1921,Michigan,Retired,,1 Season,69,,,"Dawley, Fred",,freddawley/2512654,,190,1944 - 1944
26,,9/23/1993,Duke,Retired,,1 Season,73,,,"Norman, Dwayne",,dwaynenorman/2556634,,230,2016 - 2016
59,"Sonora , PA",12/31/1959,Georgia Tech,Retired,,1 Season,75,,,"Kelley, Mike",,mikekelley/2518271,,195,1987 - 1987
50,"Lakeview Terrace , CA",2/12/1969,UCLA,Retired,,4 Seasons,72,,,"Lambert, Dion",,dionlambert/2501683,,190,1992 - 1995
23,"Glendale , CA",12/10/1995,Stanford,dev?,Cincinnati Bengals,Rookie,73,Hart HS,CA,"Irwin, Trenton",,trentonirwin/2562900,WR,200,
24,"Gainesville , TX",1/15/1995,East Central (OK),Active,Seattle Seahawks,3rd season,72,Gainesville HS,TX,"Moore, David",83,davidmoore/2558856,WR,215,
57,"Conroe , TX",11/27/1961,Brigham Young,Retired,,18 Seasons,74,,,"Johnson, Lee",,leejohnson/2501436,,202,1985 - 2002
,"Columbia , SC",2/5/1940,Maryland East. Shore,Retired,,2 Seasons,75,,,"Taylor, Bob",,bobtaylor/2527111,,240,1963 - 1964
65,"Seguin , TX",7/5/1954,Texas A&M - Kingsville,Retired,,2 Seasons,75,,,"Franklin, George",,georgefranklin/2514364,,225,1978 - 1979
,"Hamilton , OH",2/4/1927,Xavier (Ohio),Retired,,7 Seasons,75,,,"Martinkovic, John",,johnmartinkovic/2520274,,241,1951 - 1957
